456,1
458,1
606,1
504,1
437,1
477,1
471,1
536,1
513,1
509,1
533,1
409,1
531,1
492,1
451,1
464,1
503,1
474,1
463,1
540,1
513,1
510,1
498,1
496,1
530,1
476,1
448,1
433,1
485,1
442,1
414,1
560,1
577,1
479,1
569,1
487,1
383,1
492,1
473,1
531,1
475,1
527,1
541,1
496,1
533,1
499,1
431,1
477,1
518,1
457,1
545,1
483,1
441,1
518,1
545,1
435,1
454,1
490,1
515,1
608,1
411,1
421,1
537,1
403,1
529,1
587,1
509,1
501,1
481,1
457,1
409,1
453,1
563,1
568,1
462,1
514,1
535,1
521,1
490,1
463,1
525,1
502,1
470,1
463,1
485,1
519,1
468,1
500,1
501,1
492,1
571,1
475,1
550,1
592,1
549,1
523,1
517,1
474,1
550,1
512,1
552,1
450,1
474,1
502,1
451,1
503,1
477,1
468,1
512,1
553,1
372,1
363,1
528,1
509,1
668,1
584,1
499,1
468,1
492,1
516,1
481,1
439,1
481,1
430,1
513,1
486,1
520,1
452,1
587,1
540,1
619,1
547,1
483,1
514,1
500,1
551,1
447,1
500,1
483,1
469,1
497,1
438,1
535,1
553,1
545,1
585,1
507,1
465,1
594,1
538,1
560,1
533,1
495,1
492,1
579,1
533,1
421,1
507,1
522,1
487,1
559,1
515,1
444,1
579,1
442,1
565,1
535,1
533,1
438,1
524,1
569,1
471,1
546,1
510,1
507,1
489,1
403,1
491,1
417,1
488,1
440,1
510,1
483,1
493,1
539,1
540,1
486,1
462,1
403,1
571,1
499,1
557,1
507,1
542,1
363,1
412,1
445,1
410,1
438,1
520,1
485,1
479,1
485,1
568,1
434,1
525,1
480,1
598,1
491,1
547,1
539,1
450,1
441,1
452,1
487,1
542,1
536,1
497,1
571,1
498,1
395,1
534,1
422,1
404,1
452,1
491,1
499,1
560,1
597,1
547,1
517,1
528,1
566,1
436,1
456,1
544,1
462,1
440,1
537,1
448,1
493,1
532,1
501,1
574,1
458,1
541,1
475,1
531,1
440,1
491,1
539,1
476,1
437,1
474,1
414,1
490,1
480,1
478,1
463,1
447,1
487,1
481,1
499,1
477,1
522,1
531,1
587,1
451,1
517,1
479,1
503,1
574,1
520,1
498,1
537,1
552,1
482,1
415,1
462,1
449,1
503,1
543,1
540,1
432,1
470,1
490,1
496,1
491,1
494,1
458,1
519,1
496,1
516,1
520,1
578,1
450,1
535,1
487,1
531,1
482,1
562,1
458,1
558,1
511,1
496,1
627,1
542,1
548,1
548,1
443,1
425,1
505,1
467,1
473,1
576,1
389,1
546,1
456,1
481,1
479,1
516,1
525,1
425,1
413,1
580,1
540,1
526,1
460,1
507,1
456,1
429,1
540,1
504,1
441,1
487,1
494,1
520,1
533,1
473,1
564,1
564,1
520,1
524,1
489,1
521,1
533,1
448,1
598,1
428,1
463,1
483,1
484,1
543,1
465,1
473,1
571,1
483,1
488,1
544,1
499,1
519,1
535,1
498,1
524,1
448,1
532,1
485,1
489,1
456,1
506,1
501,1
529,1
547,1
569,1
569,1
592,1
558,1
479,1
510,1
560,1
471,1
469,1
520,1
438,1
564,1
472,1
466,1
578,1
432,1
561,1
503,1
527,1
381,1
454,1
604,1
516,1
588,1
553,1
486,1
426,1
543,1
434,1
521,1
500,1
525,1
538,1
438,1
495,1
446,1
595,1
455,1
366,1
550,1
390,1
602,1
510,1
459,1
535,1
505,1
466,1
544,1
463,1
506,1
590,1
484,1
548,1
542,1
481,1
497,1
538,1
606,1
549,1
497,1
448,1
532,1
541,1
461,1
447,1
427,1
501,1
463,1
524,1
426,1
544,1
521,1
557,1
507,1
518,1
442,1
368,1
560,1
443,1
509,1
515,1
511,1
523,1
460,1
499,1
612,1
472,1
534,1
579,1
498,1
457,1
564,1
469,1
503,1
444,1
456,1
508,1
462,1
428,1
488,1
350,1
483,1
558,1
493,1
530,1
478,1
560,1
528,1
429,1
566,1
505,1
509,1
516,1
490,1
430,1
482,1
490,1
510,1
480,1
564,1
510,1
528,1
526,1
483,1
501,1
531,1
539,1
529,1
504,1
503,1
380,1
418,1
447,1
453,1
546,1
522,1
495,1
511,1
513,1
605,1
490,1
465,1
557,1
564,1
490,1
624,1
484,1
457,1
460,1
491,1
486,1
550,1
470,1
475,1
489,1
468,1
444,1
419,1
494,1
588,1
564,1
431,1
435,1
480,1
511,1
491,1
478,1
479,1
577,1
504,1
563,1
452,1
555,1
519,1
531,1
482,1
458,1
484,1
346,1
489,1
416,1
394,1
461,1
484,1
404,1
475,1
567,1
478,1
464,1
532,1
514,1
458,1
542,1
442,1
518,1
497,1
479,1
521,1
575,1
468,1
412,1
527,1
560,1
516,1
471,1
409,1
469,1
502,1
487,1
577,1
555,1
485,1
494,1
419,1
477,1
380,1
522,1
528,1
494,1
555,1
392,1
467,1
513,1
431,1
476,1
568,1
479,1
498,1
459,1
538,1
423,1
612,1
533,1
393,1
444,1
480,1
555,1
512,1
478,1
466,1
484,1
435,1
501,1
559,1
547,1
536,1
526,1
471,1
430,1
441,1
474,1
537,1
582,1
563,1
516,1
541,1
505,1
429,1
530,1
609,1
507,1
469,1
532,1
626,1
417,1
368,1
558,1
422,1
445,1
586,1
510,1
432,1
496,1
482,1
563,1
506,1
497,1
483,1
625,1
534,1
490,1
451,1
445,1
531,1
490,1
486,1
472,1
529,1
610,1
448,1
553,1
426,1
508,1
517,1
526,1
469,1
515,1
485,1
482,1
451,1
482,1
494,1
423,1
466,1
554,1
529,1
463,1
463,1
568,1
504,1
569,1
481,1
428,1
496,1
470,1
406,1
461,1
468,1
402,1
423,1
469,1
462,1
414,1
557,1
588,1
474,1
497,1
413,1
414,1
453,1
317,1
445,1
494,1
467,1
407,1
501,1
485,1
405,1
466,1
447,1
541,1
562,1
511,1
625,1
510,1
458,1
527,1
534,1
500,1
389,1
415,1
419,1
427,1
386,1
498,1
491,1
504,1
544,1
377,1
425,1
454,1
475,1
569,1
459,1
433,1
436,1
543,1
482,1
474,1
381,1
547,1
521,1
461,1
438,1
405,1
513,1
472,1
476,1
529,1
599,1
587,1
552,1
546,1
513,1
502,1
490,1
579,1
436,1
556,1
371,1
486,1
473,1
550,1
438,1
498,1
431,1
495,1
472,1
488,1
539,1
477,1
497,1
507,1
516,1
494,1
549,1
512,1
523,1
496,1
513,1
510,1
480,1
506,1
378,1
454,1
509,1
508,1
514,1
511,1
432,1
495,1
502,1
547,1
482,1
477,1
608,1
564,1
464,1
521,1
509,1
449,1
487,1
582,1
536,1
522,1
