505,1
485,1
501,1
501,1
508,1
482,1
489,1
498,1
495,1
501,1
503,1
496,1
512,1
490,1
502,1
502,1
497,1
493,1
491,1
508,1
487,1
501,1
517,1
493,1
500,1
502,1
500,1
485,1
524,1
514,1
511,1
507,1
499,1
500,1
489,1
495,1
489,1
513,1
496,1
482,1
500,1
501,1
494,1
504,1
492,1
499,1
500,1
505,1
493,1
503,1
496,1
513,1
501,1
494,1
501,1
497,1
517,1
484,1
504,1
504,1
487,1
480,1
516,1
492,1
483,1
506,1
506,1
515,1
509,1
503,1
494,1
488,1
482,1
509,1
498,1
496,1
521,1
499,1
493,1
502,1
496,1
497,1
490,1
485,1
489,1
491,1
499,1
525,1
484,1
494,1
493,1
489,1
485,1
482,1
510,1
503,1
496,1
505,1
496,1
512,1
502,1
492,1
503,1
507,1
491,1
488,1
485,1
479,1
498,1
493,1
494,1
492,1
502,1
503,1
507,1
497,1
493,1
495,1
494,1
506,1
482,1
490,1
506,1
506,1
480,1
509,1
508,1
498,1
513,1
507,1
505,1
499,1
498,1
491,1
507,1
516,1
504,1
506,1
491,1
507,1
495,1
509,1
505,1
514,1
519,1
504,1
509,1
509,1
508,1
506,1
521,1
502,1
502,1
509,1
486,1
506,1
515,1
520,1
507,1
483,1
481,1
515,1
500,1
505,1
505,1
508,1
500,1
480,1
494,1
508,1
489,1
508,1
518,1
479,1
510,1
486,1
481,1
495,1
507,1
497,1
512,1
516,1
504,1
506,1
491,1
508,1
500,1
496,1
488,1
500,1
495,1
475,1
500,1
488,1
496,1
504,1
486,1
483,1
493,1
494,1
498,1
491,1
496,1
492,1
514,1
498,1
510,1
490,1
491,1
482,1
505,1
501,1
483,1
503,1
516,1
493,1
493,1
490,1
507,1
513,1
491,1
505,1
522,1
487,1
501,1
493,1
503,1
504,1
491,1
508,1
497,1
503,1
504,1
491,1
492,1
500,1
506,1
492,1
502,1
483,1
508,1
518,1
504,1
498,1
498,1
493,1
502,1
488,1
495,1
508,1
507,1
492,1
504,1
480,1
508,1
507,1
498,1
512,1
524,1
510,1
508,1
485,1
505,1
492,1
511,1
497,1
508,1
502,1
509,1
497,1
494,1
507,1
500,1
486,1
482,1
483,1
496,1
497,1
506,1
495,1
492,1
499,1
500,1
506,1
488,1
494,1
484,1
511,1
494,1
515,1
507,1
504,1
503,1
497,1
498,1
505,1
492,1
516,1
490,1
501,1
477,1
513,1
510,1
502,1
507,1
505,1
503,1
510,1
496,1
498,1
486,1
495,1
507,1
505,1
506,1
509,1
520,1
506,1
493,1
494,1
507,1
499,1
510,1
495,1
510,1
488,1
492,1
496,1
498,1
